date,latitude,longitude,o3,pm25,pm10,no2,so2,co,nh3
15/4/2020,19.0324,72.8842,25.1,15.56,29.14,57.08,83.24,8.74,10.11
15/4/2020,18.9987,72.901,100.79,40.23,43.7,113.54,310.95,6.88,13.29
15/4/2020,18.999,72.9002,164.59,48.47,46.56,106.63,248.17,21.77,13.74
15/4/2020,18.9984,72.9001,83.03,23.88,32.63,106.51,199.46,5.94,32.49
15/4/2020,18.9979,72.9012,60.16,19.34,43.35,233.95,90.23,8.98,60.67
15/4/2020,19.0027,72.8941,133.93,56.37,50.24,170.46,278.55,20.68,66.73
15/4/2020,19.0037,72.894,93.02,33.02,30.74,157.64,134.61,17.71,57.41
15/4/2020,19.0071,72.8944,75.32,24.1,41.42,100.4,110.17,18.6,38.32
15/4/2020,19.0073,72.8967,49.96,26.55,53.1,88.64,83.48,29.33,17.09
15/4/2020,19.0101,72.8945,108.22,28.63,48.45,93.45,247.95,14.69,62.43
15/4/2020,19.0235,72.892,106.53,33.02,34.91,165.92,92.8,21.06,18.86
15/4/2020,19.0134,72.9023,59.3,22.51,33.49,241.76,167.84,17.85,57.99
15/4/2020,19.0223,72.8956,114.83,22.36,54.23,106.82,154.95,9.66,25.71
15/4/2020,19.0263,72.8911,84.33,24.41,30.62,183.18,224.72,13.21,41.19
15/4/2020,19.0408,72.8864,32.67,18.87,42.99,149.12,63.45,5.25,40.22
16/4/2020,19.0645,72.9075,6.16,4.62,5.89,27.28,37.71,0.78,10.75
16/4/2020,19.0671,72.8929,19.89,12.07,10.11,41.01,29.19,5.47,26.47
16/4/2020,19.0518,72.8819,78.12,24.7,70.03,212.42,185.03,19.68,28.38
16/4/2020,19.0384,72.9122,19.13,17.66,14.5,44.24,32.02,4.23,5.7
16/4/2020,19.0641,72.9238,25.89,15.56,20.7,75.37,37.98,4.61,18.29
16/4/2020,19.0683,72.9252,59.98,20.07,24.64,179.18,160.34,6.26,44.46
16/4/2020,19.0441,72.9069,24.58,6.08,19.22,37.7,21.14,2.07,8.89
16/4/2020,19.031,72.9258,22.88,8.16,12.89,26.68,47.2,1.71,24.01
16/4/2020,19.0212,72.8991,40.82,34.92,24.26,117.31,180.8,10.55,60.78
16/4/2020,19.0214,72.9271,56.25,13.72,19.24,61.67,45.44,14.53,6.09
16/4/2020,19.0025,72.8982,56.2,42.72,33.77,171.1,152.74,14.97,56.38
16/4/2020,18.9979,72.9027,102.86,41.31,49.4,185.48,222.65,15.88,14.78
16/4/2020,19.0077,72.9012,82.6,17.06,32.03,189.58,233.91,12.51,76.78
16/4/2020,19.0443,72.9363,37.31,7.48,19.26,34.19,30.66,3.63,5.61
16/4/2020,19.0421,72.9013,15.24,4.76,3.84,21.23,11.76,1.92,6.98
16/4/2020,19.0314,72.9465,21.44,3.31,6.38,44.49,28.34,1.71,3.26
16/4/2020,19.0324,72.8842,24.69,17.49,28.91,58.6,82.44,8.55,8.39
16/4/2020,18.9987,72.901,100.2,41.62,45.48,114.41,310.03,8.09,11.67
16/4/2020,18.999,72.9002,164.01,47.65,47.44,105.43,249.99,23.44,12.1
16/4/2020,18.9984,72.9001,81.84,25.49,31.56,108.42,200.27,7.58,32.25
16/4/2020,18.9979,72.9012,58.72,21.32,41.65,235.1,92.11,7.16,60.26
16/4/2020,19.0027,72.8941,133.99,56.57,51.1,169.54,279.69,19.14,65.39
16/4/2020,19.0037,72.894,92.54,33.52,30.89,155.92,135.02,17.15,57.07
16/4/2020,19.0071,72.8944,75.07,24.37,43.31,100.69,110.97,17.52,37.4
16/4/2020,19.0073,72.8967,51.68,27.27,51.46,88.31,81.84,29.6,18.94
16/4/2020,19.0101,72.8945,110.08,26.96,50.24,92.38,249.63,16.5,62.25
16/4/2020,19.0235,72.892,108.04,31.05,34.54,164.64,90.92,22.46,19.28
16/4/2020,19.0134,72.9023,59.64,21.95,35.05,243.66,168.49,18.97,59.67
16/4/2020,19.0223,72.8956,113.58,23.47,52.59,106.9,153.82,9.95,24.16
16/4/2020,19.0263,72.8911,85.17,22.62,30.09,184.38,224.68,13.95,41.72
16/4/2020,19.0408,72.8864,32.77,20.48,42.62,147.16,61.92,5.88,42.03
17/4/2020,19.0645,72.9075,7.55,5.22,6.3,28.23,38.38,2.75,9.48
17/4/2020,19.0671,72.8929,19.79,11.94,11.39,40.03,28.61,7.12,27.65
17/4/2020,19.0518,72.8819,80.07,24.78,69.11,210.79,184.94,19.76,29.39
17/4/2020,19.0384,72.9122,20.48,17.54,15.33,42.67,33.32,5.99,4.76
17/4/2020,19.0641,72.9238,27.89,15.6,20.43,74.45,36.83,6.31,19.5
17/4/2020,19.0683,72.9252,59.63,21.98,26.38,180.88,160.78,5.8,45.52
17/4/2020,19.0441,72.9069,24.46,7.57,18.49,36.89,21.97,2.47,9.79
17/4/2020,19.031,72.9258,24.82,8.19,12.67,26.99,47.21,1.51,23.33
17/4/2020,19.0212,72.8991,40.36,34.69,23.97,116.86,180.15,11.64,61.13
17/4/2020,19.0214,72.9271,57.34,12.94,21.22,62.05,45.41,15.88,7.43
17/4/2020,19.0025,72.8982,57.77,43.2,35.46,169.13,153.12,13.12,57.05
17/4/2020,18.9979,72.9027,102.24,39.44,50.07,183.68,222.38,17.8,13.08
17/4/2020,19.0077,72.9012,83.34,18.85,33.52,190.25,235.03,13.99,77.5
17/4/2020,19.0443,72.9363,35.91,9.25,18.52,36.03,30.58,3.87,4.14
17/4/2020,19.0421,72.9013,16.67,3.67,5.5,22.62,13.01,3.65,7.11
17/4/2020,19.0314,72.9465,20.0,5.1,5.02,43.84,29.99,1.75,4.76
17/4/2020,19.0324,72.8842,24.14,15.72,27.72,57.09,81.82,9.2,9.83
17/4/2020,18.9987,72.901,100.56,41.96,46.34,114.2,310.94,6.96,10.77
17/4/2020,18.999,72.9002,162.15,46.41,47.7,106.4,251.2,24.64,13.76
17/4/2020,18.9984,72.9001,82.66,24.61,31.61,108.34,201.65,8.38,33.81
17/4/2020,18.9979,72.9012,59.79,19.89,43.06,235.4,90.96,8.74,61.56
17/4/2020,19.0027,72.8941,135.04,57.07,52.83,170.71,281.36,18.04,63.86
17/4/2020,19.0037,72.894,91.06,34.63,32.63,154.14,134.5,17.37,59.05
17/4/2020,19.0071,72.8944,76.26,22.49,41.72,102.39,109.75,17.35,37.81
17/4/2020,19.0073,72.8967,50.5,27.57,51.52,86.71,80.24,29.47,19.37
17/4/2020,19.0101,72.8945,110.51,27.34,50.19,93.59,250.74,17.69,64.02
17/4/2020,19.0235,72.892,108.15,31.08,33.24,163.9,91.0,20.88,19.18
17/4/2020,19.0134,72.9023,60.78,20.37,34.9,243.78,167.44,20.39,58.81
17/4/2020,19.0223,72.8956,114.17,23.14,50.91,106.03,152.37,8.79,24.11
17/4/2020,19.0263,72.8911,83.4,24.24,28.43,185.95,224.53,15.62,41.39
17/4/2020,19.0408,72.8864,30.89,18.88,44.05,148.26,62.94,6.54,40.28
18/4/2020,19.0645,72.9075,7.94,4.73,6.62,27.41,37.43,1.67,11.41
18/4/2020,19.0671,72.8929,21.66,13.71,10.73,39.74,29.85,7.85,29.39
18/4/2020,19.0518,72.8819,78.97,26.17,67.92,210.78,186.32,17.81,29.21
18/4/2020,19.0384,72.9122,22.15,17.81,13.84,44.61,34.52,5.62,3.43
18/4/2020,19.0641,72.9238,29.59,17.14,20.57,73.83,35.65,4.44,21.05
18/4/2020,19.0683,72.9252,59.17,22.68,27.84,182.82,160.49,6.11,44.64
18/4/2020,19.0441,72.9069,24.3,5.71,18.07,37.53,23.23,3.35,9.02
18/4/2020,19.031,72.9258,25.96,8.49,14.25,27.5,48.13,1.11,24.25
18/4/2020,19.0212,72.8991,40.81,34.93,23.74,115.71,180.68,10.28,60.34
18/4/2020,19.0214,72.9271,56.59,13.88,19.84,63.37,45.02,15.43,8.48
18/4/2020,19.0025,72.8982,58.21,43.33,36.05,168.34,153.3,12.33,57.94
18/4/2020,18.9979,72.9027,102.48,40.21,50.23,182.52,223.22,16.33,15.05
18/4/2020,19.0077,72.9012,81.65,20.29,32.43,191.95,234.8,14.71,77.29
18/4/2020,19.0443,72.9363,37.67,9.6,18.33,34.19,28.58,2.04,2.87
18/4/2020,19.0421,72.9013,15.85,5.12,5.22,22.13,14.95,3.69,8.47
18/4/2020,19.0314,72.9465,18.23,3.69,3.06,42.13,28.62,1.68,4.35
18/4/2020,19.0324,72.8842,23.78,14.48,25.76,57.72,81.24,9.62,10.84
18/4/2020,18.9987,72.901,100.28,40.57,47.61,112.98,309.6,7.98,11.87
18/4/2020,18.999,72.9002,160.47,45.94,47.08,107.41,249.92,23.53,14.6
18/4/2020,18.9984,72.9001,83.54,25.72,30.74,109.73,201.55,9.81,35.37
18/4/2020,18.9979,72.9012,58.82,19.81,43.59,234.02,90.02,9.83,63.05
18/4/2020,19.0027,72.8941,134.99,55.74,51.52,170.98,282.36,17.19,63.82
18/4/2020,19.0037,72.894,91.08,33.34,33.54,153.44,132.9,15.47,58.3
18/4/2020,19.0071,72.8944,76.03,23.33,41.3,102.34,111.65,19.13,39.24
18/4/2020,19.0073,72.8967,51.11,28.51,52.16,86.97,81.19,31.37,20.43
18/4/2020,19.0101,72.8945,109.51,25.44,50.78,91.89,251.31,16.14,62.06
18/4/2020,19.0235,72.892,109.98,32.58,31.31,163.8,90.08,22.86,19.67
18/4/2020,19.0134,72.9023,59.28,20.5,35.66,245.69,167.75,20.38,59.28
18/4/2020,19.0223,72.8956,112.75,24.08,52.57,105.47,151.03,8.47,24.32
18/4/2020,19.0263,72.8911,83.52,22.86,27.57,187.81,225.64,16.65,42.03
18/4/2020,19.0408,72.8864,30.91,19.85,45.78,147.51,61.71,6.33,41.96
19/4/2020,19.0645,72.9075,9.7,4.7,5.41,25.99,36.94,1.85,10.69
19/4/2020,19.0671,72.8929,22.42,13.26,9.09,38.23,31.46,6.62,27.64
19/4/2020,19.0518,72.8819,79.64,25.35,67.73,209.75,185.01,19.48,28.51
19/4/2020,19.0384,72.9122,20.26,16.49,11.87,43.4,35.74,6.2,4.51
19/4/2020,19.0641,72.9238,28.47,17.48,21.79,74.96,34.77,4.74,22.69
19/4/2020,19.0683,72.9252,60.54,21.48,28.5,183.25,161.62,6.89,42.66
19/4/2020,19.0441,72.9069,25.82,5.31,18.13,38.59,24.91,1.66,8.12
19/4/2020,19.031,72.9258,24.7,9.44,14.32,26.73,47.79,2.17,22.68
19/4/2020,19.0212,72.8991,41.67,36.82,24.07,117.39,181.04,10.77,59.14
19/4/2020,19.0214,72.9271,55.58,15.09,21.44,65.28,43.16,13.54,9.62
19/4/2020,19.0025,72.8982,59.23,44.42,34.37,170.02,152.44,13.74,57.54
19/4/2020,18.9979,72.9027,102.86,38.31,51.38,184.15,222.14,16.28,15.36
19/4/2020,19.0077,72.9012,83.37,22.02,32.29,191.6,236.22,14.3,76.36
19/4/2020,19.0443,72.9363,39.27,11.28,16.9,35.62,27.88,2.34,3.64
19/4/2020,19.0421,72.9013,14.03,6.02,7.18,23.93,15.66,2.87,9.13
19/4/2020,19.0314,72.9465,18.63,4.64,4.7,40.83,29.74,1.4,3.19
19/4/2020,19.0324,72.8842,22.38,16.38,24.38,59.18,81.42,11.48,11.09
19/4/2020,18.9987,72.901,102.12,39.29,48.81,114.43,310.53,6.31,12.73
19/4/2020,18.999,72.9002,161.75,44.86,48.79,108.34,248.65,25.28,12.96
19/4/2020,18.9984,72.9001,85.37,26.7,30.49,109.76,201.91,8.12,34.81
19/4/2020,18.9979,72.9012,58.7,19.09,43.18,235.87,91.45,9.72,62.19
19/4/2020,19.0027,72.8941,133.39,55.94,50.86,170.27,280.66,18.96,65.14
19/4/2020,19.0037,72.894,89.41,33.61,31.78,154.02,134.78,16.05,56.51
19/4/2020,19.0071,72.8944,75.21,24.64,42.26,101.63,110.39,20.91,37.63
19/4/2020,19.0073,72.8967,50.02,27.54,53.07,85.38,80.98,31.52,20.75
19/4/2020,19.0101,72.8945,110.5,23.95,51.56,90.7,250.8,16.82,63.34
19/4/2020,19.0235,72.892,111.08,30.77,30.51,163.83,90.55,21.6,21.35
19/4/2020,19.0134,72.9023,58.21,21.63,34.95,245.58,168.03,20.47,59.23
19/4/2020,19.0223,72.8956,114.36,23.26,51.81,104.96,149.04,7.6,24.21
19/4/2020,19.0263,72.8911,84.16,23.31,28.65,189.81,224.16,16.94,41.63
19/4/2020,19.0408,72.8864,30.07,20.87,45.9,148.17,61.06,5.76,40.91
20/4/2020,19.0645,72.9075,8.23,3.51,4.33,27.72,37.78,3.53,10.23
20/4/2020,19.0671,72.8929,24.24,12.68,10.13,37.8,31.64,5.91,29.6
20/4/2020,19.0518,72.8819,80.88,24.02,68.22,207.92,185.31,18.98,26.76
20/4/2020,19.0384,72.9122,21.01,17.84,10.48,45.06,34.36,6.19,5.03
20/4/2020,19.0641,72.9238,27.79,16.79,20.17,74.46,36.13,2.9,23.04
20/4/2020,19.0683,72.9252,58.76,21.39,28.59,184.84,160.2,6.97,41.84
20/4/2020,19.0441,72.9069,25.42,6.35,16.22,38.36,24.29,1.69,7.64
20/4/2020,19.031,72.9258,24.41,9.93,15.66,28.09,46.93,2.88,20.91
20/4/2020,19.0212,72.8991,43.6,35.8,24.1,117.49,181.59,11.81,60.02
20/4/2020,19.0214,72.9271,54.1,13.29,19.74,65.48,41.54,14.1,10.42
20/4/2020,19.0025,72.8982,57.29,45.87,34.1,169.75,152.15,15.02,58.43
20/4/2020,18.9979,72.9027,104.46,38.45,50.77,182.88,221.23,15.48,15.67
20/4/2020,19.0077,72.9012,82.44,20.28,34.07,192.88,237.54,14.73,77.68
20/4/2020,19.0443,72.9363,39.03,10.86,18.4,35.01,28.19,2.22,2.47
20/4/2020,19.0421,72.9013,15.69,6.68,5.41,25.71,14.19,3.2,9.07
20/4/2020,19.0314,72.9465,18.44,2.8,3.52,42.15,30.1,1.92,2.96
20/4/2020,19.0324,72.8842,20.44,15.79,25.72,60.22,81.14,9.81,12.69
20/4/2020,18.9987,72.901,103.96,40.27,47.3,116.12,309.48,5.75,12.16
20/4/2020,18.999,72.9002,161.67,43.1,49.7,108.41,247.92,26.24,14.13
20/4/2020,18.9984,72.9001,85.99,28.44,31.31,111.59,201.06,6.91,33.78
20/4/2020,18.9979,72.9012,58.89,20.35,44.61,235.99,90.72,8.9,61.57
20/4/2020,19.0027,72.8941,132.35,57.27,52.72,171.01,282.01,20.77,65.22
20/4/2020,19.0037,72.894,90.34,32.25,33.66,152.13,133.25,14.59,57.13
20/4/2020,19.0071,72.8944,76.41,24.26,41.76,102.37,110.4,21.69,36.95
20/4/2020,19.0073,72.8967,48.07,28.22,54.05,86.06,81.66,29.66,19.21
20/4/2020,19.0101,72.8945,109.82,23.9,53.31,91.12,249.93,15.39,62.34
20/4/2020,19.0235,72.892,110.4,30.94,28.62,165.21,90.66,21.21,21.18
20/4/2020,19.0134,72.9023,56.31,20.89,34.97,244.31,168.4,20.73,60.28
20/4/2020,19.0223,72.8956,116.0,22.26,51.32,103.99,150.16,7.67,23.37
20/4/2020,19.0263,72.8911,85.39,23.01,26.87,188.35,224.19,17.3,41.92
20/4/2020,19.0408,72.8864,31.21,19.12,45.95,148.32,62.65,4.0,42.16
21/4/2020,19.0645,72.9075,7.49,3.0,5.59,26.88,37.99,2.43,10.63
21/4/2020,19.0671,72.8929,25.05,12.95,11.15,36.53,31.78,6.57,27.95
21/4/2020,19.0518,72.8819,82.24,25.77,69.01,208.35,184.75,20.06,25.74
21/4/2020,19.0384,72.9122,20.71,17.62,10.03,45.68,32.76,5.87,3.11
21/4/2020,19.0641,72.9238,28.75,16.37,20.7,72.6,36.95,4.6,23.95
21/4/2020,19.0683,72.9252,58.35,19.8,29.35,184.29,160.35,6.77,40.65
21/4/2020,19.0441,72.9069,25.46,5.4,17.8,37.39,25.98,3.1,7.86
21/4/2020,19.031,72.9258,23.54,10.27,14.59,28.58,48.72,2.37,21.09
21/4/2020,19.0212,72.8991,44.21,36.69,24.35,118.99,183.31,10.53,60.09
21/4/2020,19.0214,72.9271,54.12,13.29,21.14,63.55,40.46,12.94,10.17
21/4/2020,19.0025,72.8982,56.59,45.64,35.58,170.49,152.72,13.67,57.87
21/4/2020,18.9979,72.9027,103.76,37.86,50.55,183.5,222.29,14.95,16.52
21/4/2020,19.0077,72.9012,82.12,20.71,35.95,194.16,236.55,13.51,76.3
21/4/2020,19.0443,72.9363,37.08,10.81,18.0,33.02,28.95,3.91,2.58
21/4/2020,19.0421,72.9013,13.76,5.23,4.37,26.42,16.17,2.24,11.0
21/4/2020,19.0314,72.9465,19.1,2.21,4.8,41.6,31.45,1.4,3.22
21/4/2020,19.0324,72.8842,21.77,13.95,24.17,59.65,80.62,11.6,11.83
21/4/2020,18.9987,72.901,102.1,38.81,45.7,115.15,308.68,7.73,13.85
21/4/2020,18.999,72.9002,161.84,44.93,51.16,107.84,248.07,26.74,13.11
21/4/2020,18.9984,72.9001,84.35,29.76,31.86,110.46,201.62,5.08,32.72
21/4/2020,18.9979,72.9012,59.72,22.04,45.3,236.87,91.15,7.83,60.5
21/4/2020,19.0027,72.8941,130.36,56.97,51.86,170.66,283.96,19.4,64.74
21/4/2020,19.0037,72.894,88.77,32.27,34.23,151.1,132.46,15.83,55.62
21/4/2020,19.0071,72.8944,74.46,24.99,40.11,102.44,110.32,21.71,38.48
21/4/2020,19.0073,72.8967,47.93,26.38,54.47,87.09,82.17,31.13,17.47
21/4/2020,19.0101,72.8945,108.65,24.3,54.4,91.14,249.28,15.86,61.64
21/4/2020,19.0235,72.892,110.56,32.8,29.75,165.78,91.55,22.18,19.21
21/4/2020,19.0134,72.9023,56.58,21.8,33.03,242.34,166.9,21.76,59.03
21/4/2020,19.0223,72.8956,116.65,23.65,53.13,104.45,151.91,7.69,22.6
21/4/2020,19.0263,72.8911,83.46,24.76,28.55,188.95,224.55,15.57,43.64
21/4/2020,19.0408,72.8864,32.06,18.17,45.57,147.72,62.05,4.92,40.24
22/4/2020,19.0645,72.9075,6.42,4.05,5.16,26.96,39.39,3.7,10.98
22/4/2020,19.0671,72.8929,24.35,12.56,12.84,36.37,32.87,5.72,27.55
22/4/2020,19.0518,72.8819,81.95,26.3,70.15,208.68,183.45,18.59,26.73
22/4/2020,19.0384,72.9122,22.03,16.55,10.53,44.87,34.17,6.44,3.87
22/4/2020,19.0641,72.9238,29.67,17.34,21.38,72.44,38.53,5.14,23.12
22/4/2020,19.0683,72.9252,57.03,18.98,27.39,184.75,159.19,4.81,41.15
22/4/2020,19.0441,72.9069,23.93,6.96,17.08,39.25,27.45,3.08,7.06
22/4/2020,19.031,72.9258,22.32,9.22,14.31,29.89,48.0,1.69,22.68
22/4/2020,19.0212,72.8991,43.32,37.23,24.43,118.51,181.74,11.43,59.09
22/4/2020,19.0214,72.9271,55.71,14.4,19.97,64.93,41.93,11.0,10.45
22/4/2020,19.0025,72.8982,56.0,45.05,35.28,170.58,151.97,14.04,56.9
22/4/2020,18.9979,72.9027,105.75,36.66,51.47,185.19,221.45,14.47,17.46
22/4/2020,19.0077,72.9012,80.97,21.32,36.94,193.24,238.16,13.55,74.71
22/4/2020,19.0443,72.9363,35.24,10.62,17.49,34.64,27.62,5.66,4.24
22/4/2020,19.0421,72.9013,13.71,4.14,5.52,25.72,17.87,0.87,12.08
22/4/2020,19.0314,72.9465,18.29,2.96,3.65,40.68,31.69,0.67,5.03
22/4/2020,19.0324,72.8842,21.04,12.93,22.72,61.29,79.25,12.06,11.51
22/4/2020,18.9987,72.901,100.55,39.25,46.06,115.86,309.12,6.97,14.84
22/4/2020,18.999,72.9002,159.9,45.61,50.03,107.84,247.67,27.21,12.62
22/4/2020,18.9984,72.9001,82.46,31.15,31.7,109.76,200.69,6.23,33.62
22/4/2020,18.9979,72.9012,58.8,20.34,46.39,238.41,92.68,7.93,61.1
22/4/2020,19.0027,72.8941,130.38,58.27,53.13,170.34,282.58,20.7,66.39
22/4/2020,19.0037,72.894,89.95,30.86,33.91,152.92,133.6,14.12,57.21
22/4/2020,19.0071,72.8944,74.16,24.75,40.13,100.92,109.51,23.39,39.72
22/4/2020,19.0073,72.8967,47.92,28.36,53.97,87.57,82.5,30.53,19.18
22/4/2020,19.0101,72.8945,108.75,23.8,55.09,91.78,248.9,16.75,62.42
22/4/2020,19.0235,72.892,109.64,32.45,29.56,164.86,92.95,20.46,19.04
22/4/2020,19.0134,72.9023,58.34,22.28,33.15,242.09,167.56,22.96,59.07
22/4/2020,19.0223,72.8956,116.9,23.77,54.51,105.97,152.8,7.82,23.87
22/4/2020,19.0263,72.8911,83.38,23.76,27.69,189.12,226.1,17.4,45.34
22/4/2020,19.0408,72.8864,31.74,18.01,46.65,145.89,60.79,4.52,40.17
23/4/2020,19.0645,72.9075,6.54,3.66,3.94,27.16,40.6,2.28,9.12
23/4/2020,19.0671,72.8929,25.11,10.8,10.95,35.71,32.91,7.64,27.85
23/4/2020,19.0518,72.8819,83.43,26.89,70.28,206.83,184.0,18.29,26.58
23/4/2020,19.0384,72.9122,21.64,15.08,11.41,45.47,32.44,6.3,5.7
23/4/2020,19.0641,72.9238,28.75,18.44,23.08,71.27,40.35,6.07,21.19
23/4/2020,19.0683,72.9252,56.05,19.97,26.78,184.42,159.99,3.82,41.26
23/4/2020,19.0441,72.9069,24.89,7.17,18.67,40.42,25.73,1.7,8.46
23/4/2020,19.031,72.9258,23.89,10.5,14.82,30.03,48.39,1.43,23.46
23/4/2020,19.0212,72.8991,42.12,36.74,24.57,118.21,180.65,9.55,58.41
23/4/2020,19.0214,72.9271,56.47,15.53,21.51,66.51,41.67,11.09,9.11
23/4/2020,19.0025,72.8982,55.69,46.78,34.33,169.15,151.55,13.23,57.49
23/4/2020,18.9979,72.9027,105.53,36.3,52.78,184.82,223.09,16.2,17.44
23/4/2020,19.0077,72.9012,80.95,19.44,35.45,194.91,239.3,14.12,75.49
23/4/2020,19.0443,72.9363,34.12,10.03,19.4,33.31,29.36,6.56,5.25
23/4/2020,19.0421,72.9013,15.54,5.35,7.34,27.32,15.9,2.6,10.35
23/4/2020,19.0314,72.9465,18.44,3.02,5.17,38.7,30.73,1.32,3.81
23/4/2020,19.0324,72.8842,21.53,13.9,24.43,62.74,77.27,12.88,10.03
23/4/2020,18.9987,72.901,102.14,37.59,45.44,114.43,309.23,7.06,14.68
23/4/2020,18.999,72.9002,161.42,46.76,49.53,108.45,247.84,27.84,14.46
23/4/2020,18.9984,72.9001,83.85,30.85,33.31,110.66,201.45,6.12,35.56
23/4/2020,18.9979,72.9012,56.86,21.61,47.41,238.51,91.97,8.09,60.51
23/4/2020,19.0027,72.8941,130.67,57.42,52.63,169.85,282.18,20.18,66.2
23/4/2020,19.0037,72.894,88.49,29.94,33.01,151.25,134.04,13.33,58.01
23/4/2020,19.0071,72.8944,74.41,25.19,39.13,100.48,108.86,21.61,40.84
23/4/2020,19.0073,72.8967,46.21,26.77,53.53,86.03,83.55,30.17,19.12
23/4/2020,19.0101,72.8945,108.94,21.99,54.25,92.2,250.78,18.4,60.8
23/4/2020,19.0235,72.892,108.69,33.97,29.57,166.1,94.39,20.64,17.64
23/4/2020,19.0134,72.9023,58.18,24.16,34.83,241.57,168.59,24.8,60.36
23/4/2020,19.0223,72.8956,115.58,23.13,53.31,107.87,150.82,6.82,22.9
23/4/2020,19.0263,72.8911,81.42,25.74,28.12,190.38,226.59,15.57,43.79
23/4/2020,19.0408,72.8864,32.33,17.76,45.36,145.78,62.1,5.45,40.45
24/4/2020,19.0645,72.9075,5.39,4.59,4.03,25.44,41.54,2.77,10.56
24/4/2020,19.0671,72.8929,24.68,11.94,12.28,36.47,33.15,7.8,28.02
24/4/2020,19.0518,72.8819,81.96,24.98,68.43,206.07,185.52,17.37,28.56
24/4/2020,19.0384,72.9122,21.04,15.88,12.16,45.97,30.81,7.39,4.36
24/4/2020,19.0641,72.9238,29.5,16.97,22.14,72.01,41.86,6.37,20.49
24/4/2020,19.0683,72.9252,57.32,18.75,25.6,186.3,158.36,5.28,40.26
24/4/2020,19.0441,72.9069,24.42,7.42,20.47,41.59,23.98,1.09,7.39
24/4/2020,19.031,72.9258,24.75,12.1,13.78,29.65,48.75,3.2,23.72
24/4/2020,19.0212,72.8991,41.56,36.32,25.73,118.44,179.62,7.86,59.45
24/4/2020,19.0214,72.9271,56.85,17.41,21.44,67.18,41.11,11.59,7.16
24/4/2020,19.0025,72.8982,54.2,44.99,32.99,168.44,152.03,11.78,57.77
24/4/2020,18.9979,72.9027,103.98,36.85,51.17,184.62,222.78,17.59,17.21
24/4/2020,19.0077,72.9012,81.09,19.41,36.95,194.65,239.69,16.09,74.93
24/4/2020,19.0443,72.9363,32.87,8.52,18.37,34.59,31.29,5.01,5.8
24/4/2020,19.0421,72.9013,15.08,6.86,7.33,27.21,14.33,0.79,10.35
24/4/2020,19.0314,72.9465,18.6,3.76,4.62,39.13,32.07,2.91,4.26
24/4/2020,19.0324,72.8842,20.14,15.11,24.46,63.62,79.18,11.69,10.75
24/4/2020,18.9987,72.901,101.62,39.32,44.28,115.15,310.8,8.7,13.17
24/4/2020,18.999,72.9002,160.86,46.51,48.2,109.07,248.32,26.11,16.43
24/4/2020,18.9984,72.9001,84.88,28.99,33.68,110.0,200.28,4.24,34.55
24/4/2020,18.9979,72.9012,56.99,22.84,48.46,239.52,93.73,7.44,59.02
24/4/2020,19.0027,72.8941,129.77,57.95,54.22,169.6,282.42,21.32,66.69
24/4/2020,19.0037,72.894,86.84,31.91,33.42,152.67,135.1,15.11,58.53
24/4/2020,19.0071,72.8944,74.31,23.47,39.51,102.22,109.96,22.7,41.81
24/4/2020,19.0073,72.8967,46.45,26.64,52.25,86.97,81.58,28.56,17.47
24/4/2020,19.0101,72.8945,108.19,23.21,55.74,93.54,250.56,20.13,62.65
24/4/2020,19.0235,72.892,107.29,33.19,28.71,167.38,93.16,21.83,18.9
24/4/2020,19.0134,72.9023,57.41,25.31,34.11,242.57,169.11,26.5,59.55
24/4/2020,19.0223,72.8956,115.64,21.84,54.0,106.16,151.4,8.25,21.34
24/4/2020,19.0263,72.8911,82.24,24.95,28.89,190.14,225.85,15.77,45.76
24/4/2020,19.0408,72.8864,30.71,17.47,44.35,145.35,60.43,6.59,39.93
25/4/2020,19.0645,72.9075,7.05,4.25,4.73,24.62,39.79,3.42,10.16
25/4/2020,19.0671,72.8929,25.63,12.71,11.55,34.82,32.04,7.6,27.99
25/4/2020,19.0518,72.8819,80.19,24.1,66.89,207.64,184.27,18.93,27.17
25/4/2020,19.0384,72.9122,22.07,14.06,12.37,44.85,32.79,7.23,5.67
25/4/2020,19.0641,72.9238,28.66,17.54,21.65,71.17,40.66,7.73,21.99
25/4/2020,19.0683,72.9252,55.84,18.62,25.16,186.34,156.55,4.69,39.47
25/4/2020,19.0441,72.9069,25.02,8.6,18.5,42.36,24.09,1.25,5.54
25/4/2020,19.031,72.9258,23.89,12.71,14.69,27.76,48.08,1.72,22.38
25/4/2020,19.0212,72.8991,39.92,38.16,27.24,119.18,181.29,8.29,59.31
25/4/2020,19.0214,72.9271,54.95,17.01,21.27,65.74,40.56,10.7,8.07
25/4/2020,19.0025,72.8982,54.43,44.55,32.54,169.99,153.76,13.23,56.7
25/4/2020,18.9979,72.9027,102.71,38.49,51.72,183.98,220.91,16.74,18.04
25/4/2020,19.0077,72.9012,82.88,18.98,37.42,193.94,239.08,16.5,74.16
25/4/2020,19.0443,72.9363,33.46,10.01,18.44,34.79,33.25,6.91,6.36
25/4/2020,19.0421,72.9013,13.52,5.87,7.9,28.19,15.02,1.3,9.22
25/4/2020,19.0314,72.9465,19.54,3.77,3.08,40.65,31.04,2.44,3.92
25/4/2020,19.0324,72.8842,21.68,16.48,24.45,64.95,80.86,11.64,12.35
